Id,Category,Catagotry_Num,Date,Day_Num,Day,Time_Num,Time,District,Category_Count_In_Dist
748,住宅竊盜,1,2016/3/10,4,Thu,6,16~18,大安區,150
749,住宅竊盜,1,2016/3/11,5,Fri,1,01~03,士林區,195
750,住宅竊盜,1,2016/3/11,5,Fri,1,01~03,士林區,195
751,住宅竊盜,1,2016/3/12,6,Sat,1,01~03,松山區,127
752,住宅竊盜,1,2016/3/13,7,Sun,3,07~09,松山區,127
753,住宅竊盜,1,2016/3/14,1,Mon,6,16~18,士林區,195
754,住宅竊盜,1,2016/3/14,1,Mon,6,16~18,信義區,113
755,住宅竊盜,1,2016/3/14,1,Mon,7,19~21,中山區,223
756,住宅竊盜,1,2016/3/14,1,Mon,7,19~21,中山區,223
757,住宅竊盜,1,2016/3/14,1,Mon,8,22~24,中山區,223
758,住宅竊盜,1,2016/3/15,2,Tue,5,13~15,中山區,223
759,住宅竊盜,1,2016/3/16,3,Wed,3,07~09,士林區,195
760,住宅竊盜,1,2016/3/16,3,Wed,7,19~21,北投區,169
761,住宅竊盜,1,2016/3/17,4,Thu,3,07~09,中正區,129
762,住宅竊盜,1,2016/3/18,5,Fri,3,07~09,大安區,150
763,住宅竊盜,1,2016/3/18,5,Fri,8,22~24,中山區,223
764,住宅竊盜,1,2016/3/20,7,Sun,5,13~15,中正區,129
765,住宅竊盜,1,2016/3/20,7,Sun,6,16~18,中山區,223
766,住宅竊盜,1,2016/3/21,1,Mon,4,10~12,士林區,195
767,住宅竊盜,1,2016/3/21,1,Mon,8,22~24,中山區,223
768,住宅竊盜,1,2016/3/22,2,Tue,6,16~18,大安區,150
769,住宅竊盜,1,2016/3/23,3,Wed,1,01~03,士林區,195
770,住宅竊盜,1,2016/3/23,3,Wed,8,22~24,中正區,129
771,住宅竊盜,1,2016/3/24,4,Thu,7,19~21,中山區,223
772,住宅竊盜,1,2016/3/25,5,Fri,1,01~03,內湖區,171
773,住宅竊盜,1,2016/3/28,1,Mon,7,19~21,萬華區,154
774,住宅竊盜,1,2016/3/28,1,Mon,8,22~24,大安區,150
775,住宅竊盜,1,2016/3/30,3,Wed,4,10~12,內湖區,171
776,住宅竊盜,1,2016/3/30,3,Wed,8,22~24,北投區,169
777,住宅竊盜,1,2016/3/31,4,Thu,8,22~24,士林區,195
778,住宅竊盜,1,2016/4/1,5,Fri,6,16~18,萬華區,154
779,住宅竊盜,1,2016/4/1,5,Fri,8,22~24,信義區,113
780,住宅竊盜,1,2016/4/2,6,Sat,7,19~21,信義區,113
781,住宅竊盜,1,2016/4/3,7,Sun,5,13~15,萬華區,154
782,住宅竊盜,1,2016/4/3,7,Sun,5,13~15,萬華區,154
783,住宅竊盜,1,2016/4/3,7,Sun,6,16~18,北投區,169
784,住宅竊盜,1,2016/4/3,7,Sun,7,19~21,萬華區,154
785,住宅竊盜,1,2016/4/4,1,Mon,3,07~09,北投區,169
786,住宅竊盜,1,2016/4/4,1,Mon,4,10~12,北投區,169
787,住宅竊盜,1,2016/4/5,2,Tue,8,22~24,大安區,150
788,住宅竊盜,1,2016/4/6,3,Wed,6,16~18,大同區,84
789,住宅竊盜,1,2016/4/7,4,Thu,3,07~09,文山區,117
790,住宅竊盜,1,2016/4/7,4,Thu,4,10~12,中正區,129
791,住宅竊盜,1,2016/4/7,4,Thu,5,13~15,大同區,84
792,住宅竊盜,1,2016/4/8,5,Fri,5,13~15,大同區,84
793,住宅竊盜,1,2016/4/8,5,Fri,7,19~21,南港區,82
794,住宅竊盜,1,2016/4/8,5,Fri,7,19~21,松山區,127
795,住宅竊盜,1,2016/4/9,6,Sat,7,19~21,萬華區,154
796,住宅竊盜,1,2016/4/10,7,Sun,1,01~03,文山區,117
797,住宅竊盜,1,2016/4/10,7,Sun,6,16~18,松山區,127
798,住宅竊盜,1,2016/4/10,7,Sun,8,22~24,內湖區,171
799,住宅竊盜,1,2016/4/11,1,Mon,7,19~21,內湖區,171
800,住宅竊盜,1,2016/4/13,3,Wed,7,19~21,士林區,195
801,住宅竊盜,1,2016/4/14,4,Thu,1,01~03,中山區,223
802,住宅竊盜,1,2016/4/14,4,Thu,1,01~03,松山區,127
803,住宅竊盜,1,2016/4/14,4,Thu,3,07~09,文山區,117
804,住宅竊盜,1,2016/4/14,4,Thu,7,19~21,士林區,195
805,住宅竊盜,1,2016/4/15,5,Fri,4,10~12,大安區,150
806,住宅竊盜,1,2016/4/15,5,Fri,4,10~12,大安區,150
807,住宅竊盜,1,2016/4/16,6,Sat,1,01~03,士林區,195
808,住宅竊盜,1,2016/4/16,6,Sat,3,07~09,北投區,169
809,住宅竊盜,1,2016/4/16,6,Sat,8,22~24,中正區,129
810,住宅竊盜,1,2016/4/18,1,Mon,8,22~24,中正區,129
811,住宅竊盜,1,2016/4/19,2,Tue,1,01~03,中正區,129
812,住宅竊盜,1,2016/4/19,2,Tue,7,19~21,文山區,117
813,住宅竊盜,1,2016/4/19,2,Tue,7,19~21,大同區,84
814,住宅竊盜,1,2016/4/19,2,Tue,7,19~21,北投區,169
815,住宅竊盜,1,2016/4/19,2,Tue,8,22~24,內湖區,171
816,住宅竊盜,1,2016/4/20,3,Wed,7,19~21,中正區,129
817,住宅竊盜,1,2016/4/21,4,Thu,1,01~03,中山區,223
818,住宅竊盜,1,2016/4/21,4,Thu,6,16~18,北投區,169
819,住宅竊盜,1,2016/4/23,6,Sat,2,04~06,北投區,169
820,住宅竊盜,1,2016/4/24,7,Sun,2,04~06,中正區,129
821,住宅竊盜,1,2016/4/24,7,Sun,3,07~09,南港區,82
822,住宅竊盜,1,2016/4/24,7,Sun,4,10~12,信義區,113
823,住宅竊盜,1,2016/4/25,1,Mon,2,04~06,中山區,223
824,住宅竊盜,1,2016/4/25,1,Mon,4,10~12,大安區,150
825,住宅竊盜,1,2016/4/25,1,Mon,4,10~12,萬華區,154
826,住宅竊盜,1,2016/4/25,1,Mon,8,22~24,松山區,127
827,住宅竊盜,1,2016/4/25,1,Mon,8,22~24,北投區,169
828,住宅竊盜,1,2016/4/25,1,Mon,8,22~24,北投區,169
829,住宅竊盜,1,2016/4/26,2,Tue,2,04~06,萬華區,154
830,住宅竊盜,1,2016/4/26,2,Tue,5,13~15,中山區,223
831,住宅竊盜,1,2016/4/27,3,Wed,2,04~06,信義區,113
832,住宅竊盜,1,2016/4/27,3,Wed,2,04~06,中山區,223
833,住宅竊盜,1,2016/4/27,3,Wed,3,07~09,內湖區,171
834,住宅竊盜,1,2016/4/27,3,Wed,5,13~15,大同區,84
835,住宅竊盜,1,2016/4/27,3,Wed,6,16~18,大安區,150
836,住宅竊盜,1,2016/4/27,3,Wed,6,16~18,南港區,82
837,住宅竊盜,1,2016/4/29,5,Fri,7,19~21,中正區,129
838,住宅竊盜,1,2016/4/30,6,Sat,4,10~12,大同區,84
839,住宅竊盜,1,2016/5/1,7,Sun,4,10~12,大安區,150
840,住宅竊盜,1,2016/5/1,7,Sun,8,22~24,大安區,150
841,住宅竊盜,1,2016/5/2,1,Mon,4,10~12,大同區,84
842,住宅竊盜,1,2016/5/2,1,Mon,5,13~15,松山區,127
843,住宅竊盜,1,2016/5/3,2,Tue,7,19~21,大安區,150
844,住宅竊盜,1,2016/5/5,4,Thu,5,13~15,大同區,84
845,住宅竊盜,1,2016/5/6,5,Fri,1,01~03,南港區,82
846,住宅竊盜,1,2016/5/8,7,Sun,3,07~09,大同區,84
847,住宅竊盜,1,2016/5/8,7,Sun,3,07~09,內湖區,171
848,住宅竊盜,1,2016/5/8,7,Sun,7,19~21,大安區,150
849,住宅竊盜,1,2016/5/9,1,Mon,7,19~21,中山區,223
850,住宅竊盜,1,2016/5/10,2,Tue,5,13~15,士林區,195
851,住宅竊盜,1,2016/5/10,2,Tue,7,19~21,萬華區,154
852,住宅竊盜,1,2016/5/11,3,Wed,8,22~24,大安區,150
853,住宅竊盜,1,2016/5/12,4,Thu,1,01~03,大安區,150
854,住宅竊盜,1,2016/5/12,4,Thu,4,10~12,文山區,117
855,住宅竊盜,1,2016/5/12,4,Thu,6,16~18,文山區,117
856,住宅竊盜,1,2016/5/13,5,Fri,3,07~09,中山區,223
857,住宅竊盜,1,2016/5/13,5,Fri,6,16~18,大安區,150
858,住宅竊盜,1,2016/5/13,5,Fri,6,16~18,萬華區,154
859,住宅竊盜,1,2016/5/13,5,Fri,6,16~18,萬華區,154
860,住宅竊盜,1,2016/5/13,5,Fri,8,22~24,萬華區,154
861,住宅竊盜,1,2016/5/14,6,Sat,5,13~15,士林區,195
862,住宅竊盜,1,2016/5/15,7,Sun,1,01~03,中正區,129
863,住宅竊盜,1,2016/5/15,7,Sun,4,10~12,中山區,223
864,住宅竊盜,1,2016/5/15,7,Sun,7,19~21,大同區,84
865,住宅竊盜,1,2016/5/18,3,Wed,7,19~21,萬華區,154
866,住宅竊盜,1,2016/5/20,5,Fri,1,01~03,內湖區,171
867,住宅竊盜,1,2016/5/20,5,Fri,6,16~18,萬華區,154
868,住宅竊盜,1,2016/5/21,6,Sat,2,04~06,北投區,169
869,住宅竊盜,1,2016/5/21,6,Sat,2,04~06,中山區,223
870,住宅竊盜,1,2016/5/22,7,Sun,3,07~09,大同區,84
871,住宅竊盜,1,2016/5/22,7,Sun,5,13~15,士林區,195
872,住宅竊盜,1,2016/5/24,2,Tue,5,13~15,內湖區,171
873,住宅竊盜,1,2016/5/26,4,Thu,6,16~18,北投區,169
874,住宅竊盜,1,2016/5/28,6,Sat,8,22~24,文山區,117
875,住宅竊盜,1,2016/5/30,1,Mon,4,10~12,南港區,82
876,住宅竊盜,1,2016/5/30,1,Mon,5,13~15,大安區,150
877,住宅竊盜,1,2016/5/31,2,Tue,1,01~03,南港區,82
878,住宅竊盜,1,2016/6/1,3,Wed,5,13~15,北投區,169
879,住宅竊盜,1,2016/6/1,3,Wed,5,13~15,內湖區,171
880,住宅竊盜,1,2016/6/2,4,Thu,5,13~15,士林區,195
881,住宅竊盜,1,2016/6/3,5,Fri,5,13~15,大安區,150
882,住宅竊盜,1,2016/6/3,5,Fri,5,13~15,文山區,117
883,住宅竊盜,1,2016/6/4,6,Sat,3,07~09,中正區,129
884,住宅竊盜,1,2016/6/4,6,Sat,4,10~12,松山區,127
885,住宅竊盜,1,2016/6/5,7,Sun,3,07~09,士林區,195
886,住宅竊盜,1,2016/6/5,7,Sun,8,22~24,信義區,113
887,住宅竊盜,1,2016/6/6,1,Mon,1,01~03,大同區,84
888,住宅竊盜,1,2016/6/6,1,Mon,2,04~06,文山區,117
889,住宅竊盜,1,2016/6/6,1,Mon,3,07~09,士林區,195
890,住宅竊盜,1,2016/6/6,1,Mon,4,10~12,士林區,195
891,住宅竊盜,1,2016/6/8,3,Wed,5,13~15,北投區,169
892,住宅竊盜,1,2016/6/9,4,Thu,3,07~09,內湖區,171
893,住宅竊盜,1,2016/6/9,4,Thu,5,13~15,大安區,150
894,住宅竊盜,1,2016/6/9,4,Thu,8,22~24,北投區,169
895,住宅竊盜,1,2016/6/9,4,Thu,8,22~24,北投區,169
896,住宅竊盜,1,2016/6/10,5,Fri,5,13~15,萬華區,154
897,住宅竊盜,1,2016/6/11,6,Sat,4,10~12,中正區,129
898,住宅竊盜,1,2016/6/11,6,Sat,5,13~15,文山區,117
899,住宅竊盜,1,2016/6/12,7,Sun,2,04~06,北投區,169
900,住宅竊盜,1,2016/6/12,7,Sun,6,16~18,士林區,195
901,住宅竊盜,1,2016/6/13,1,Mon,6,16~18,文山區,117
902,住宅竊盜,1,2016/6/13,1,Mon,6,16~18,北投區,169
903,住宅竊盜,1,2016/6/14,2,Tue,1,01~03,北投區,169
904,住宅竊盜,1,2016/6/14,2,Tue,1,01~03,中正區,129
905,住宅竊盜,1,2016/6/14,2,Tue,7,19~21,南港區,82
906,住宅竊盜,1,2016/6/14,2,Tue,7,19~21,南港區,82
907,住宅竊盜,1,2016/6/15,3,Wed,3,07~09,大安區,150
908,住宅竊盜,1,2016/6/16,4,Thu,4,10~12,文山區,117
909,住宅竊盜,1,2016/6/17,5,Fri,3,07~09,南港區,82
910,住宅竊盜,1,2016/6/17,5,Fri,3,07~09,南港區,82
911,住宅竊盜,1,2016/6/18,6,Sat,3,07~09,士林區,195
912,住宅竊盜,1,2016/6/18,6,Sat,5,13~15,北投區,169
913,住宅竊盜,1,2016/6/19,7,Sun,3,07~09,文山區,117
914,住宅竊盜,1,2016/6/19,7,Sun,7,19~21,北投區,169
915,住宅竊盜,1,2016/6/20,1,Mon,7,19~21,內湖區,171
916,住宅竊盜,1,2016/6/21,2,Tue,5,13~15,大安區,150
917,住宅竊盜,1,2016/6/21,2,Tue,8,22~24,大安區,150
918,住宅竊盜,1,2016/6/22,3,Wed,1,01~03,中山區,223
919,住宅竊盜,1,2016/6/22,3,Wed,1,01~03,中山區,223
920,住宅竊盜,1,2016/6/23,4,Thu,3,07~09,大同區,84
921,住宅竊盜,1,2016/6/23,4,Thu,3,07~09,士林區,195
922,住宅竊盜,1,2016/6/24,5,Fri,2,04~06,萬華區,154
923,住宅竊盜,1,2016/6/24,5,Fri,7,19~21,內湖區,171
924,住宅竊盜,1,2016/6/25,6,Sat,2,04~06,內湖區,171
925,住宅竊盜,1,2016/6/25,6,Sat,3,07~09,士林區,195
926,住宅竊盜,1,2016/6/25,6,Sat,4,10~12,大安區,150
927,住宅竊盜,1,2016/6/26,7,Sun,1,01~03,大安區,150
928,住宅竊盜,1,2016/6/28,2,Tue,6,16~18,內湖區,171
929,住宅竊盜,1,2016/6/29,3,Wed,4,10~12,中正區,129
930,住宅竊盜,1,2016/6/29,3,Wed,4,10~12,士林區,195
931,住宅竊盜,1,2016/6/29,3,Wed,5,13~15,萬華區,154
932,住宅竊盜,1,2016/6/29,3,Wed,6,16~18,士林區,195
933,住宅竊盜,1,2016/6/30,4,Thu,6,16~18,南港區,82
934,住宅竊盜,1,2016/6/30,4,Thu,8,22~24,中山區,223
935,住宅竊盜,1,2016/7/1,5,Fri,1,01~03,信義區,113
936,住宅竊盜,1,2016/7/1,5,Fri,2,04~06,萬華區,154
937,住宅竊盜,1,2016/7/1,5,Fri,4,10~12,萬華區,154
938,住宅竊盜,1,2016/7/1,5,Fri,5,13~15,士林區,195
939,住宅竊盜,1,2016/7/2,6,Sat,3,07~09,內湖區,171
940,住宅竊盜,1,2016/7/2,6,Sat,5,13~15,大同區,84
941,住宅竊盜,1,2016/7/3,7,Sun,2,04~06,大同區,84
942,住宅竊盜,1,2016/7/4,1,Mon,4,10~12,北投區,169
943,住宅竊盜,1,2016/7/4,1,Mon,4,10~12,萬華區,154
944,住宅竊盜,1,2016/7/4,1,Mon,4,10~12,萬華區,154
945,住宅竊盜,1,2016/7/4,1,Mon,5,13~15,信義區,113
946,住宅竊盜,1,2016/7/4,1,Mon,7,19~21,中正區,129
947,住宅竊盜,1,2016/7/5,2,Tue,2,04~06,內湖區,171
948,住宅竊盜,1,2016/7/5,2,Tue,3,07~09,北投區,169
949,住宅竊盜,1,2016/7/5,2,Tue,3,07~09,士林區,195
950,住宅竊盜,1,2016/7/5,2,Tue,3,07~09,北投區,169
951,住宅竊盜,1,2016/7/5,2,Tue,5,13~15,萬華區,154
952,住宅竊盜,1,2016/7/5,2,Tue,6,16~18,中山區,223
953,住宅竊盜,1,2016/7/6,3,Wed,1,01~03,中山區,223
954,住宅竊盜,1,2016/7/6,3,Wed,2,04~06,中山區,223
955,住宅竊盜,1,2016/7/6,3,Wed,3,07~09,士林區,195
956,住宅竊盜,1,2016/7/7,4,Thu,5,13~15,大安區,150
957,住宅竊盜,1,2016/7/7,4,Thu,5,13~15,南港區,82
958,住宅竊盜,1,2016/7/9,6,Sat,4,10~12,大同區,84
959,住宅竊盜,1,2016/7/10,7,Sun,4,10~12,松山區,127
960,住宅竊盜,1,2016/7/10,7,Sun,4,10~12,松山區,127
961,住宅竊盜,1,2016/7/10,7,Sun,6,16~18,北投區,169
962,住宅竊盜,1,2016/7/11,1,Mon,8,22~24,北投區,169
963,住宅竊盜,1,2016/7/12,2,Tue,4,10~12,士林區,195
964,住宅竊盜,1,2016/7/13,3,Wed,1,01~03,萬華區,154
965,住宅竊盜,1,2016/7/13,3,Wed,1,01~03,北投區,169
966,住宅竊盜,1,2016/7/14,4,Thu,4,10~12,南港區,82
967,住宅竊盜,1,2016/7/15,5,Fri,1,01~03,松山區,127
968,住宅竊盜,1,2016/7/16,6,Sat,8,22~24,文山區,117
969,住宅竊盜,1,2016/7/16,6,Sat,8,22~24,大同區,84
970,住宅竊盜,1,2016/7/17,7,Sun,4,10~12,中山區,223
971,住宅竊盜,1,2016/7/19,2,Tue,8,22~24,中山區,223
972,住宅竊盜,1,2016/7/20,3,Wed,1,01~03,中正區,129
973,住宅竊盜,1,2016/7/20,3,Wed,5,13~15,大同區,84
974,住宅竊盜,1,2016/7/21,4,Thu,4,10~12,北投區,169
975,住宅竊盜,1,2016/7/21,4,Thu,7,19~21,文山區,117
976,住宅竊盜,1,2016/7/22,5,Fri,1,01~03,士林區,195
977,住宅竊盜,1,2016/7/22,5,Fri,3,07~09,內湖區,171
978,住宅竊盜,1,2016/7/22,5,Fri,4,10~12,萬華區,154
979,住宅竊盜,1,2016/7/22,5,Fri,7,19~21,中山區,223
980,住宅竊盜,1,2016/7/23,6,Sat,8,22~24,中正區,129
981,住宅竊盜,1,2016/7/25,1,Mon,5,13~15,松山區,127
982,住宅竊盜,1,2016/7/26,2,Tue,7,19~21,士林區,195
983,住宅竊盜,1,2016/7/27,3,Wed,1,01~03,中山區,223
984,住宅竊盜,1,2016/7/27,3,Wed,1,01~03,中山區,223
985,住宅竊盜,1,2016/7/27,3,Wed,6,16~18,士林區,195
986,住宅竊盜,1,2016/7/28,4,Thu,3,07~09,南港區,82
987,住宅竊盜,1,2016/7/28,4,Thu,8,22~24,北投區,169
988,住宅竊盜,1,2016/7/29,5,Fri,1,01~03,中山區,223
989,住宅竊盜,1,2016/7/31,7,Sun,1,01~03,大安區,150
990,住宅竊盜,1,2016/7/31,7,Sun,8,22~24,信義區,113
991,住宅竊盜,1,2016/7/31,7,Sun,8,22~24,中正區,129
992,住宅竊盜,1,2016/8/1,1,Mon,4,10~12,北投區,169
993,住宅竊盜,1,2016/8/1,1,Mon,6,16~18,中山區,223
994,住宅竊盜,1,2016/8/1,1,Mon,8,22~24,內湖區,171
995,住宅竊盜,1,2016/8/1,1,Mon,8,22~24,北投區,169
996,住宅竊盜,1,2016/8/2,2,Tue,2,04~06,士林區,195
997,住宅竊盜,1,2016/8/2,2,Tue,2,04~06,中山區,223
998,住宅竊盜,1,2016/8/5,5,Fri,2,04~06,信義區,113
999,住宅竊盜,1,2016/8/5,5,Fri,6,16~18,北投區,169
1000,住宅竊盜,1,2016/8/8,1,Mon,2,04~06,南港區,82
1001,住宅竊盜,1,2016/8/8,1,Mon,6,16~18,北投區,169
1002,住宅竊盜,1,2016/8/8,1,Mon,6,16~18,北投區,169
1003,住宅竊盜,1,2016/8/8,1,Mon,6,16~18,士林區,195
1004,住宅竊盜,1,2016/8/9,2,Tue,3,07~09,信義區,113
1005,住宅竊盜,1,2016/8/9,2,Tue,5,13~15,中山區,223
1006,住宅竊盜,1,2016/8/9,2,Tue,7,19~21,士林區,195
1007,住宅竊盜,1,2016/8/10,3,Wed,5,13~15,大安區,150
1008,住宅竊盜,1,2016/8/10,3,Wed,6,16~18,士林區,195
1009,住宅竊盜,1,2016/8/10,3,Wed,6,16~18,中山區,223
1010,住宅竊盜,1,2016/8/10,3,Wed,7,19~21,北投區,169
1011,住宅竊盜,1,2016/8/11,4,Thu,2,04~06,南港區,82
1012,住宅竊盜,1,2016/8/12,5,Fri,5,13~15,北投區,169
1013,住宅竊盜,1,2016/8/13,6,Sat,8,22~24,內湖區,171
1014,住宅竊盜,1,2016/8/14,7,Sun,4,10~12,信義區,113
1015,住宅竊盜,1,2016/8/15,1,Mon,4,10~12,中山區,223
1016,住宅竊盜,1,2016/8/16,2,Tue,5,13~15,士林區,195
1017,住宅竊盜,1,2016/8/17,3,Wed,2,04~06,中正區,129
1018,住宅竊盜,1,2016/8/17,3,Wed,6,16~18,文山區,117
1019,住宅竊盜,1,2016/8/18,4,Thu,5,13~15,南港區,82
1020,住宅竊盜,1,2016/8/18,4,Thu,6,16~18,士林區,195
1021,住宅竊盜,1,2016/8/19,5,Fri,1,01~03,大安區,150
1022,住宅竊盜,1,2016/8/19,5,Fri,3,07~09,內湖區,171
1023,住宅竊盜,1,2016/8/19,5,Fri,7,19~21,士林區,195
1024,住宅竊盜,1,2016/8/20,6,Sat,1,01~03,信義區,113
1025,住宅竊盜,1,2016/8/21,7,Sun,6,16~18,萬華區,154
1026,住宅竊盜,1,2016/8/22,1,Mon,1,01~03,南港區,82
1027,住宅竊盜,1,2016/8/22,1,Mon,5,13~15,萬華區,154
1028,住宅竊盜,1,2016/8/22,1,Mon,5,13~15,北投區,169
1029,住宅竊盜,1,2016/8/23,2,Tue,3,07~09,南港區,82
1030,住宅竊盜,1,2016/8/24,3,Wed,1,01~03,中正區,129
1031,住宅竊盜,1,2016/8/24,3,Wed,2,04~06,士林區,195
1032,住宅竊盜,1,2016/8/24,3,Wed,5,13~15,北投區,169
1033,住宅竊盜,1,2016/8/26,5,Fri,2,04~06,中山區,223
1034,住宅竊盜,1,2016/8/26,5,Fri,3,07~09,內湖區,171
1035,住宅竊盜,1,2016/8/26,5,Fri,7,19~21,大同區,84
1036,住宅竊盜,1,2016/8/27,6,Sat,2,04~06,大安區,150
1037,住宅竊盜,1,2016/8/27,6,Sat,8,22~24,內湖區,171
1038,住宅竊盜,1,2016/8/28,7,Sun,1,01~03,內湖區,171
1039,住宅竊盜,1,2016/8/28,7,Sun,3,07~09,信義區,113
1040,住宅竊盜,1,2016/8/28,7,Sun,4,10~12,大安區,150
1041,住宅竊盜,1,2016/8/29,1,Mon,2,04~06,內湖區,171
1042,住宅竊盜,1,2016/8/29,1,Mon,7,19~21,內湖區,171
1043,住宅竊盜,1,2016/8/29,1,Mon,8,22~24,中正區,129
1044,住宅竊盜,1,2016/8/29,1,Mon,8,22~24,松山區,127
1045,住宅竊盜,1,2016/8/30,2,Tue,4,10~12,信義區,113
1046,住宅竊盜,1,2016/8/30,2,Tue,5,13~15,中山區,223
1047,住宅竊盜,1,2016/8/31,3,Wed,5,13~15,文山區,117
1048,住宅竊盜,1,2016/9/1,4,Thu,1,01~03,北投區,169
1049,住宅竊盜,1,2016/9/1,4,Thu,3,07~09,南港區,82
1050,住宅竊盜,1,2016/9/1,4,Thu,3,07~09,大安區,150
1051,住宅竊盜,1,2016/9/1,4,Thu,5,13~15,信義區,113
1052,住宅竊盜,1,2016/9/2,5,Fri,3,07~09,南港區,82
1053,住宅竊盜,1,2016/9/2,5,Fri,3,07~09,文山區,117
1054,住宅竊盜,1,2016/9/2,5,Fri,7,19~21,萬華區,154
1055,住宅竊盜,1,2016/9/3,6,Sat,1,01~03,中山區,223
1056,住宅竊盜,1,2016/9/3,6,Sat,4,10~12,中山區,223
1057,住宅竊盜,1,2016/9/4,7,Sun,4,10~12,內湖區,171
1058,住宅竊盜,1,2016/9/6,2,Tue,1,01~03,內湖區,171
1059,住宅竊盜,1,2016/9/6,2,Tue,5,13~15,內湖區,171
1060,住宅竊盜,1,2016/9/8,4,Thu,4,10~12,北投區,169
1061,住宅竊盜,1,2016/9/9,5,Fri,1,01~03,大安區,150
1062,住宅竊盜,1,2016/9/10,6,Sat,1,01~03,大安區,150
1063,住宅竊盜,1,2016/9/12,1,Mon,8,22~24,內湖區,171
1064,住宅竊盜,1,2016/9/13,2,Tue,7,19~21,大安區,150
1065,住宅竊盜,1,2016/9/14,3,Wed,3,07~09,文山區,117
1066,住宅竊盜,1,2016/9/14,3,Wed,4,10~12,士林區,195
1067,住宅竊盜,1,2016/9/14,3,Wed,7,19~21,南港區,82
1068,住宅竊盜,1,2016/9/15,4,Thu,6,16~18,信義區,113
1069,住宅竊盜,1,2016/9/17,6,Sat,7,19~21,文山區,117
1070,住宅竊盜,1,2016/9/18,7,Sun,2,04~06,內湖區,171
1071,住宅竊盜,1,2016/9/18,7,Sun,4,10~12,信義區,113
1072,住宅竊盜,1,2016/9/18,7,Sun,8,22~24,士林區,195
1073,住宅竊盜,1,2016/9/19,1,Mon,2,04~06,文山區,117
1074,住宅竊盜,1,2016/9/19,1,Mon,3,07~09,信義區,113
1075,住宅竊盜,1,2016/9/19,1,Mon,5,13~15,北投區,169
1076,住宅竊盜,1,2016/9/19,1,Mon,6,16~18,中山區,223
1077,住宅竊盜,1,2016/9/20,2,Tue,1,01~03,大同區,84
1078,住宅竊盜,1,2016/9/20,2,Tue,6,16~18,南港區,82
1079,住宅竊盜,1,2016/9/20,2,Tue,7,19~21,松山區,127
1080,住宅竊盜,1,2016/9/20,2,Tue,8,22~24,信義區,113
1081,住宅竊盜,1,2016/9/21,3,Wed,1,01~03,士林區,195
1082,住宅竊盜,1,2016/9/22,4,Thu,5,13~15,大安區,150
1083,住宅竊盜,1,2016/9/22,4,Thu,8,22~24,松山區,127
1084,住宅竊盜,1,2016/9/23,5,Fri,1,01~03,北投區,169
1085,住宅竊盜,1,2016/9/23,5,Fri,1,01~03,士林區,195
1086,住宅竊盜,1,2016/9/23,5,Fri,4,10~12,大安區,150
1087,住宅竊盜,1,2016/9/24,6,Sat,3,07~09,信義區,113
1088,住宅竊盜,1,2016/9/24,6,Sat,5,13~15,松山區,127
1089,住宅竊盜,1,2016/9/25,7,Sun,4,10~12,松山區,127
1090,住宅竊盜,1,2016/9/25,7,Sun,6,16~18,南港區,82
1091,住宅竊盜,1,2016/9/25,7,Sun,7,19~21,內湖區,171
1092,住宅竊盜,1,2016/9/28,3,Wed,4,10~12,南港區,82
1093,住宅竊盜,1,2016/9/28,3,Wed,4,10~12,大安區,150
1094,住宅竊盜,1,2016/9/29,4,Thu,4,10~12,北投區,169
1095,住宅竊盜,1,2016/9/30,5,Fri,6,16~18,中正區,129
1096,住宅竊盜,1,2016/10/1,6,Sat,2,04~06,內湖區,171
1097,住宅竊盜,1,2016/10/1,6,Sat,7,19~21,中正區,129
1098,住宅竊盜,1,2016/10/2,7,Sun,3,07~09,南港區,82
1099,住宅竊盜,1,2016/10/2,7,Sun,3,07~09,南港區,82
1100,住宅竊盜,1,2016/10/4,2,Tue,5,13~15,萬華區,154
1101,住宅竊盜,1,2016/10/4,2,Tue,6,16~18,士林區,195
1102,住宅竊盜,1,2016/10/5,3,Wed,2,04~06,信義區,113
1103,住宅竊盜,1,2016/10/6,4,Thu,1,01~03,內湖區,171
1104,住宅竊盜,1,2016/10/6,4,Thu,2,04~06,內湖區,171
1105,住宅竊盜,1,2016/10/6,4,Thu,8,22~24,中正區,129
1106,住宅竊盜,1,2016/10/7,5,Fri,2,04~06,大同區,84
1107,住宅竊盜,1,2016/10/7,5,Fri,4,10~12,萬華區,154
1108,住宅竊盜,1,2016/10/7,5,Fri,4,10~12,松山區,127
1109,住宅竊盜,1,2016/10/7,5,Fri,5,13~15,中山區,223
1110,住宅竊盜,1,2016/10/7,5,Fri,8,22~24,士林區,195
1111,住宅竊盜,1,2016/10/8,6,Sat,5,13~15,中山區,223
1112,住宅竊盜,1,2016/10/9,7,Sun,2,04~06,北投區,169
1113,住宅竊盜,1,2016/10/9,7,Sun,3,07~09,中山區,223
1114,住宅竊盜,1,2016/10/9,7,Sun,6,16~18,北投區,169
1115,住宅竊盜,1,2016/10/11,2,Tue,3,07~09,中正區,129
1116,住宅竊盜,1,2016/10/11,2,Tue,3,07~09,信義區,113
1117,住宅竊盜,1,2016/10/11,2,Tue,4,10~12,萬華區,154
1118,住宅竊盜,1,2016/10/12,3,Wed,4,10~12,萬華區,154
1119,住宅竊盜,1,2016/10/14,5,Fri,3,07~09,北投區,169
