Id,Category,Catagotry_Num,Date,Day_Num,Day,Time_Num,Time,District,Category_Count_In_Dist
373,住宅竊盜,1,2015/8/23,7,Sun,7,19~21,萬華區,154
374,住宅竊盜,1,2015/8/24,1,Mon,4,10~12,信義區,113
375,住宅竊盜,1,2015/8/24,1,Mon,7,19~21,士林區,195
376,住宅竊盜,1,2015/8/25,2,Tue,4,10~12,中正區,129
377,住宅竊盜,1,2015/8/25,2,Tue,6,16~18,大安區,150
378,住宅竊盜,1,2015/8/26,3,Wed,7,19~21,內湖區,171
379,住宅竊盜,1,2015/8/27,4,Thu,5,13~15,士林區,195
380,住宅竊盜,1,2015/8/27,4,Thu,6,16~18,大同區,84
381,住宅竊盜,1,2015/8/28,5,Fri,3,07~09,大安區,150
382,住宅竊盜,1,2015/8/28,5,Fri,5,13~15,士林區,195
383,住宅竊盜,1,2015/8/28,5,Fri,5,13~15,萬華區,154
384,住宅竊盜,1,2015/8/28,5,Fri,8,22~24,中山區,223
385,住宅竊盜,1,2015/8/29,6,Sat,1,01~03,文山區,117
386,住宅竊盜,1,2015/8/29,6,Sat,3,07~09,中正區,129
387,住宅竊盜,1,2015/8/29,6,Sat,5,13~15,北投區,169
388,住宅竊盜,1,2015/8/30,7,Sun,3,07~09,文山區,117
389,住宅竊盜,1,2015/8/31,1,Mon,2,04~06,士林區,195
390,住宅竊盜,1,2015/8/31,1,Mon,4,10~12,中正區,129
391,住宅竊盜,1,2015/8/31,1,Mon,4,10~12,信義區,113
392,住宅竊盜,1,2015/8/31,1,Mon,5,13~15,萬華區,154
393,住宅竊盜,1,2015/8/31,1,Mon,6,16~18,北投區,169
394,住宅竊盜,1,2015/9/1,2,Tue,8,22~24,大安區,150
395,住宅竊盜,1,2015/9/3,4,Thu,4,10~12,松山區,127
396,住宅竊盜,1,2015/9/3,4,Thu,5,13~15,北投區,169
397,住宅竊盜,1,2015/9/5,6,Sat,7,19~21,中山區,223
398,住宅竊盜,1,2015/9/5,6,Sat,7,19~21,松山區,127
399,住宅竊盜,1,2015/9/5,6,Sat,7,19~21,萬華區,154
400,住宅竊盜,1,2015/9/6,7,Sun,1,01~03,士林區,195
401,住宅竊盜,1,2015/9/6,7,Sun,5,13~15,內湖區,171
402,住宅竊盜,1,2015/9/7,1,Mon,5,13~15,松山區,127
403,住宅竊盜,1,2015/9/8,2,Tue,4,10~12,大安區,150
404,住宅竊盜,1,2015/9/8,2,Tue,4,10~12,中正區,129
405,住宅竊盜,1,2015/9/8,2,Tue,8,22~24,中山區,223
406,住宅竊盜,1,2015/9/8,2,Tue,8,22~24,中山區,223
407,住宅竊盜,1,2015/9/9,3,Wed,5,13~15,中山區,223
408,住宅竊盜,1,2015/9/10,4,Thu,4,10~12,士林區,195
409,住宅竊盜,1,2015/9/10,4,Thu,7,19~21,松山區,127
410,住宅竊盜,1,2015/9/11,5,Fri,3,07~09,萬華區,154
411,住宅竊盜,1,2015/9/11,5,Fri,4,10~12,松山區,127
412,住宅竊盜,1,2015/9/12,6,Sat,3,07~09,文山區,117
413,住宅竊盜,1,2015/9/13,7,Sun,2,04~06,信義區,113
414,住宅竊盜,1,2015/9/13,7,Sun,4,10~12,大同區,84
415,住宅竊盜,1,2015/9/13,7,Sun,7,19~21,北投區,169
416,住宅竊盜,1,2015/9/14,1,Mon,2,04~06,中正區,129
417,住宅竊盜,1,2015/9/14,1,Mon,4,10~12,中山區,223
418,住宅竊盜,1,2015/9/14,1,Mon,7,19~21,中山區,223
419,住宅竊盜,1,2015/9/15,2,Tue,4,10~12,北投區,169
420,住宅竊盜,1,2015/9/15,2,Tue,6,16~18,萬華區,154
421,住宅竊盜,1,2015/9/15,2,Tue,7,19~21,中山區,223
422,住宅竊盜,1,2015/9/17,4,Thu,1,01~03,信義區,113
423,住宅竊盜,1,2015/9/17,4,Thu,7,19~21,大安區,150
424,住宅竊盜,1,2015/9/18,5,Fri,2,04~06,萬華區,154
425,住宅竊盜,1,2015/9/19,6,Sat,1,01~03,中山區,223
426,住宅竊盜,1,2015/9/19,6,Sat,6,16~18,大同區,84
427,住宅竊盜,1,2015/9/19,6,Sat,8,22~24,大同區,84
428,住宅竊盜,1,2015/9/20,7,Sun,1,01~03,北投區,169
429,住宅竊盜,1,2015/9/20,7,Sun,4,10~12,南港區,82
430,住宅竊盜,1,2015/9/20,7,Sun,7,19~21,中山區,223
431,住宅竊盜,1,2015/9/21,1,Mon,1,01~03,中正區,129
432,住宅竊盜,1,2015/9/21,1,Mon,2,04~06,信義區,113
433,住宅竊盜,1,2015/9/21,1,Mon,5,13~15,士林區,195
434,住宅竊盜,1,2015/9/21,1,Mon,5,13~15,士林區,195
435,住宅竊盜,1,2015/9/22,2,Tue,4,10~12,北投區,169
436,住宅竊盜,1,2015/9/24,4,Thu,4,10~12,北投區,169
437,住宅竊盜,1,2015/9/24,4,Thu,7,19~21,中正區,129
438,住宅竊盜,1,2015/9/25,5,Fri,8,22~24,中正區,129
439,住宅竊盜,1,2015/9/26,6,Sat,4,10~12,大安區,150
440,住宅竊盜,1,2015/9/26,6,Sat,4,10~12,北投區,169
441,住宅竊盜,1,2015/9/27,7,Sun,7,19~21,中山區,223
442,住宅竊盜,1,2015/9/28,1,Mon,4,10~12,萬華區,154
443,住宅竊盜,1,2015/9/29,2,Tue,2,04~06,松山區,127
444,住宅竊盜,1,2015/9/30,3,Wed,4,10~12,大安區,150
445,住宅竊盜,1,2015/9/30,3,Wed,4,10~12,內湖區,171
446,住宅竊盜,1,2015/9/30,3,Wed,4,10~12,南港區,82
447,住宅竊盜,1,2015/9/30,3,Wed,8,22~24,中山區,223
448,住宅竊盜,1,2015/10/1,4,Thu,8,22~24,士林區,195
449,住宅竊盜,1,2015/10/2,5,Fri,3,07~09,中山區,223
450,住宅竊盜,1,2015/10/2,5,Fri,6,16~18,萬華區,154
451,住宅竊盜,1,2015/10/2,5,Fri,7,19~21,萬華區,154
452,住宅竊盜,1,2015/10/3,6,Sat,3,07~09,內湖區,171
453,住宅竊盜,1,2015/10/3,6,Sat,3,07~09,萬華區,154
454,住宅竊盜,1,2015/10/3,6,Sat,4,10~12,萬華區,154
455,住宅竊盜,1,2015/10/3,6,Sat,8,22~24,中山區,223
456,住宅竊盜,1,2015/10/5,1,Mon,3,07~09,松山區,127
457,住宅竊盜,1,2015/10/5,1,Mon,3,07~09,松山區,127
458,住宅竊盜,1,2015/10/5,1,Mon,8,22~24,信義區,113
459,住宅竊盜,1,2015/10/6,2,Tue,1,01~03,大同區,84
460,住宅竊盜,1,2015/10/6,2,Tue,4,10~12,萬華區,154
461,住宅竊盜,1,2015/10/7,3,Wed,1,01~03,中山區,223
462,住宅竊盜,1,2015/10/7,3,Wed,5,13~15,文山區,117
463,住宅竊盜,1,2015/10/7,3,Wed,5,13~15,北投區,169
464,住宅竊盜,1,2015/10/7,3,Wed,5,13~15,信義區,113
465,住宅竊盜,1,2015/10/9,5,Fri,7,19~21,萬華區,154
466,住宅竊盜,1,2015/10/11,7,Sun,6,16~18,信義區,113
467,住宅竊盜,1,2015/10/11,7,Sun,8,22~24,內湖區,171
468,住宅竊盜,1,2015/10/11,7,Sun,8,22~24,中正區,129
469,住宅竊盜,1,2015/10/13,2,Tue,3,07~09,文山區,117
470,住宅竊盜,1,2015/10/13,2,Tue,3,07~09,松山區,127
471,住宅竊盜,1,2015/10/13,2,Tue,5,13~15,信義區,113
472,住宅竊盜,1,2015/10/16,5,Fri,4,10~12,士林區,195
473,住宅竊盜,1,2015/10/18,7,Sun,2,04~06,中正區,129
474,住宅竊盜,1,2015/10/18,7,Sun,3,07~09,萬華區,154
475,住宅竊盜,1,2015/10/19,1,Mon,1,01~03,萬華區,154
476,住宅竊盜,1,2015/10/19,1,Mon,5,13~15,中正區,129
477,住宅竊盜,1,2015/10/20,2,Tue,1,01~03,大同區,84
478,住宅竊盜,1,2015/10/20,2,Tue,3,07~09,大同區,84
479,住宅竊盜,1,2015/10/20,2,Tue,3,07~09,萬華區,154
480,住宅竊盜,1,2015/10/20,2,Tue,5,13~15,大安區,150
481,住宅竊盜,1,2015/10/21,3,Wed,3,07~09,信義區,113
482,住宅竊盜,1,2015/10/21,3,Wed,7,19~21,士林區,195
483,住宅竊盜,1,2015/10/21,3,Wed,8,22~24,中正區,129
484,住宅竊盜,1,2015/10/23,5,Fri,3,07~09,松山區,127
485,住宅竊盜,1,2015/10/23,5,Fri,5,13~15,北投區,169
486,住宅竊盜,1,2015/10/23,5,Fri,6,16~18,中正區,129
487,住宅竊盜,1,2015/10/23,5,Fri,6,16~18,中正區,129
488,住宅竊盜,1,2015/10/23,5,Fri,6,16~18,中正區,129
489,住宅竊盜,1,2015/10/23,5,Fri,7,19~21,中正區,129
490,住宅竊盜,1,2015/10/23,5,Fri,7,19~21,中正區,129
491,住宅竊盜,1,2015/10/23,5,Fri,7,19~21,中正區,129
492,住宅竊盜,1,2015/10/23,5,Fri,7,19~21,中正區,129
493,住宅竊盜,1,2015/10/24,6,Sat,3,07~09,中正區,129
494,住宅竊盜,1,2015/10/26,1,Mon,4,10~12,南港區,82
495,住宅竊盜,1,2015/10/26,1,Mon,7,19~21,中山區,223
496,住宅竊盜,1,2015/10/26,1,Mon,7,19~21,中山區,223
497,住宅竊盜,1,2015/10/27,2,Tue,4,10~12,士林區,195
498,住宅竊盜,1,2015/10/27,2,Tue,8,22~24,士林區,195
499,住宅竊盜,1,2015/10/29,4,Thu,3,07~09,松山區,127
500,住宅竊盜,1,2015/10/30,5,Fri,4,10~12,內湖區,171
501,住宅竊盜,1,2015/10/30,5,Fri,7,19~21,中山區,223
502,住宅竊盜,1,2015/10/30,5,Fri,7,19~21,信義區,113
503,住宅竊盜,1,2015/10/31,6,Sat,7,19~21,中山區,223
504,住宅竊盜,1,2015/11/1,7,Sun,3,07~09,信義區,113
505,住宅竊盜,1,2015/11/3,2,Tue,8,22~24,中山區,223
506,住宅竊盜,1,2015/11/3,2,Tue,8,22~24,南港區,82
507,住宅竊盜,1,2015/11/4,3,Wed,4,10~12,士林區,195
508,住宅竊盜,1,2015/11/5,4,Thu,4,10~12,北投區,169
509,住宅竊盜,1,2015/11/7,6,Sat,2,04~06,信義區,113
510,住宅竊盜,1,2015/11/9,1,Mon,6,16~18,中山區,223
511,住宅竊盜,1,2015/11/9,1,Mon,6,16~18,內湖區,171
512,住宅竊盜,1,2015/11/9,1,Mon,8,22~24,士林區,195
513,住宅竊盜,1,2015/11/9,1,Mon,8,22~24,南港區,82
514,住宅竊盜,1,2015/11/11,3,Wed,4,10~12,中山區,223
515,住宅竊盜,1,2015/11/11,3,Wed,5,13~15,文山區,117
516,住宅竊盜,1,2015/11/12,4,Thu,7,19~21,士林區,195
517,住宅竊盜,1,2015/11/12,4,Thu,7,19~21,大同區,84
518,住宅竊盜,1,2015/11/13,5,Fri,4,10~12,內湖區,171
519,住宅竊盜,1,2015/11/14,6,Sat,8,22~24,大安區,150
520,住宅竊盜,1,2015/11/15,7,Sun,6,16~18,文山區,117
521,住宅竊盜,1,2015/11/15,7,Sun,7,19~21,中山區,223
522,住宅竊盜,1,2015/11/16,1,Mon,1,01~03,松山區,127
523,住宅竊盜,1,2015/11/16,1,Mon,3,07~09,大安區,150
524,住宅竊盜,1,2015/11/16,1,Mon,5,13~15,內湖區,171
525,住宅竊盜,1,2015/11/16,1,Mon,5,13~15,萬華區,154
526,住宅竊盜,1,2015/11/17,2,Tue,1,01~03,中正區,129
527,住宅竊盜,1,2015/11/17,2,Tue,4,10~12,南港區,82
528,住宅竊盜,1,2015/11/17,2,Tue,7,19~21,信義區,113
529,住宅竊盜,1,2015/11/18,3,Wed,5,13~15,中山區,223
530,住宅竊盜,1,2015/11/18,3,Wed,8,22~24,中山區,223
531,住宅竊盜,1,2015/11/21,6,Sat,4,10~12,中山區,223
532,住宅竊盜,1,2015/11/22,7,Sun,2,04~06,大安區,150
533,住宅竊盜,1,2015/11/22,7,Sun,7,19~21,文山區,117
534,住宅竊盜,1,2015/11/23,1,Mon,3,07~09,內湖區,171
535,住宅竊盜,1,2015/11/23,1,Mon,5,13~15,松山區,127
536,住宅竊盜,1,2015/11/24,2,Tue,3,07~09,士林區,195
537,住宅竊盜,1,2015/11/25,3,Wed,1,01~03,內湖區,171
538,住宅竊盜,1,2015/11/25,3,Wed,8,22~24,中正區,129
539,住宅竊盜,1,2015/11/26,4,Thu,6,16~18,中正區,129
540,住宅竊盜,1,2015/11/28,6,Sat,4,10~12,內湖區,171
541,住宅竊盜,1,2015/11/28,6,Sat,7,19~21,大同區,84
542,住宅竊盜,1,2015/11/29,7,Sun,4,10~12,士林區,195
543,住宅竊盜,1,2015/11/29,7,Sun,4,10~12,松山區,127
544,住宅竊盜,1,2015/11/29,7,Sun,7,19~21,士林區,195
545,住宅竊盜,1,2015/11/30,1,Mon,4,10~12,文山區,117
546,住宅竊盜,1,2015/12/1,2,Tue,3,07~09,大同區,84
547,住宅竊盜,1,2015/12/1,2,Tue,4,10~12,大安區,150
548,住宅竊盜,1,2015/12/1,2,Tue,8,22~24,信義區,113
549,住宅竊盜,1,2015/12/2,3,Wed,3,07~09,中山區,223
550,住宅竊盜,1,2015/12/3,4,Thu,2,04~06,內湖區,171
551,住宅竊盜,1,2015/12/3,4,Thu,2,04~06,北投區,169
552,住宅竊盜,1,2015/12/3,4,Thu,4,10~12,中山區,223
553,住宅竊盜,1,2015/12/3,4,Thu,4,10~12,北投區,169
554,住宅竊盜,1,2015/12/4,5,Fri,4,10~12,大安區,150
555,住宅竊盜,1,2015/12/4,5,Fri,4,10~12,松山區,127
556,住宅竊盜,1,2015/12/5,6,Sat,8,22~24,中山區,223
557,住宅竊盜,1,2015/12/6,7,Sun,3,07~09,士林區,195
558,住宅竊盜,1,2015/12/6,7,Sun,6,16~18,士林區,195
559,住宅竊盜,1,2015/12/7,1,Mon,7,19~21,松山區,127
560,住宅竊盜,1,2015/12/8,2,Tue,3,07~09,大安區,150
561,住宅竊盜,1,2015/12/8,2,Tue,6,16~18,士林區,195
562,住宅竊盜,1,2015/12/8,2,Tue,8,22~24,文山區,117
563,住宅竊盜,1,2015/12/9,3,Wed,3,07~09,中正區,129
564,住宅竊盜,1,2015/12/9,3,Wed,5,13~15,內湖區,171
565,住宅竊盜,1,2015/12/10,4,Thu,6,16~18,大安區,150
566,住宅竊盜,1,2015/12/11,5,Fri,3,07~09,大安區,150
567,住宅竊盜,1,2015/12/11,5,Fri,7,19~21,大同區,84
568,住宅竊盜,1,2015/12/12,6,Sat,2,04~06,中山區,223
569,住宅竊盜,1,2015/12/12,6,Sat,2,04~06,中山區,223
570,住宅竊盜,1,2015/12/12,6,Sat,4,10~12,士林區,195
571,住宅竊盜,1,2015/12/12,6,Sat,4,10~12,松山區,127
572,住宅竊盜,1,2015/12/13,7,Sun,8,22~24,信義區,113
573,住宅竊盜,1,2015/12/14,1,Mon,6,16~18,大安區,150
574,住宅竊盜,1,2015/12/15,2,Tue,3,07~09,中山區,223
575,住宅竊盜,1,2015/12/15,2,Tue,8,22~24,大安區,150
576,住宅竊盜,1,2015/12/16,3,Wed,4,10~12,松山區,127
577,住宅竊盜,1,2015/12/16,3,Wed,5,13~15,內湖區,171
578,住宅竊盜,1,2015/12/17,4,Thu,5,13~15,士林區,195
579,住宅竊盜,1,2015/12/19,6,Sat,3,07~09,中山區,223
580,住宅竊盜,1,2015/12/19,6,Sat,8,22~24,士林區,195
581,住宅竊盜,1,2015/12/19,6,Sat,8,22~24,中山區,223
582,住宅竊盜,1,2015/12/20,7,Sun,4,10~12,松山區,127
583,住宅竊盜,1,2015/12/20,7,Sun,4,10~12,松山區,127
584,住宅竊盜,1,2015/12/20,7,Sun,4,10~12,北投區,169
585,住宅竊盜,1,2015/12/20,7,Sun,6,16~18,大安區,150
586,住宅竊盜,1,2015/12/20,7,Sun,7,19~21,信義區,113
587,住宅竊盜,1,2015/12/21,1,Mon,4,10~12,中正區,129
588,住宅竊盜,1,2015/12/21,1,Mon,7,19~21,內湖區,171
589,住宅竊盜,1,2015/12/21,1,Mon,8,22~24,內湖區,171
590,住宅竊盜,1,2015/12/22,2,Tue,2,04~06,信義區,113
591,住宅竊盜,1,2015/12/22,2,Tue,3,07~09,萬華區,154
592,住宅竊盜,1,2015/12/22,2,Tue,3,07~09,萬華區,154
593,住宅竊盜,1,2015/12/22,2,Tue,3,07~09,萬華區,154
594,住宅竊盜,1,2015/12/22,2,Tue,4,10~12,中正區,129
595,住宅竊盜,1,2015/12/22,2,Tue,4,10~12,萬華區,154
596,住宅竊盜,1,2015/12/22,2,Tue,4,10~12,萬華區,154
597,住宅竊盜,1,2015/12/22,2,Tue,5,13~15,大同區,84
598,住宅竊盜,1,2015/12/23,3,Wed,1,01~03,大同區,84
599,住宅竊盜,1,2015/12/23,3,Wed,3,07~09,萬華區,154
600,住宅竊盜,1,2015/12/23,3,Wed,6,16~18,士林區,195
601,住宅竊盜,1,2015/12/23,3,Wed,7,19~21,中正區,129
602,住宅竊盜,1,2015/12/24,4,Thu,4,10~12,北投區,169
603,住宅竊盜,1,2015/12/24,4,Thu,5,13~15,萬華區,154
604,住宅竊盜,1,2015/12/25,5,Fri,6,16~18,士林區,195
605,住宅竊盜,1,2015/12/25,5,Fri,6,16~18,中正區,129
606,住宅竊盜,1,2015/12/25,5,Fri,7,19~21,內湖區,171
607,住宅竊盜,1,2015/12/26,6,Sat,4,10~12,松山區,127
608,住宅竊盜,1,2015/12/26,6,Sat,8,22~24,南港區,82
609,住宅竊盜,1,2015/12/28,1,Mon,2,04~06,內湖區,171
610,住宅竊盜,1,2015/12/28,1,Mon,5,13~15,中正區,129
611,住宅竊盜,1,2015/12/28,1,Mon,6,16~18,信義區,113
612,住宅竊盜,1,2015/12/29,2,Tue,6,16~18,士林區,195
613,住宅竊盜,1,2015/12/29,2,Tue,8,22~24,北投區,169
614,住宅竊盜,1,2015/12/30,3,Wed,2,04~06,萬華區,154
615,住宅竊盜,1,2015/12/30,3,Wed,2,04~06,萬華區,154
616,住宅竊盜,1,2015/12/31,4,Thu,5,13~15,大安區,150
617,住宅竊盜,1,2015/12/31,4,Thu,8,22~24,文山區,117
618,住宅竊盜,1,2016/1/1,5,Fri,1,01~03,文山區,117
619,住宅竊盜,1,2016/1/1,5,Fri,7,19~21,松山區,127
620,住宅竊盜,1,2016/1/1,5,Fri,8,22~24,中山區,223
621,住宅竊盜,1,2016/1/1,5,Fri,8,22~24,士林區,195
622,住宅竊盜,1,2016/1/1,5,Fri,8,22~24,內湖區,171
623,住宅竊盜,1,2016/1/2,6,Sat,4,10~12,中正區,129
624,住宅竊盜,1,2016/1/2,6,Sat,6,16~18,中山區,223
625,住宅竊盜,1,2016/1/2,6,Sat,7,19~21,中正區,129
626,住宅竊盜,1,2016/1/3,7,Sun,5,13~15,信義區,113
627,住宅竊盜,1,2016/1/3,7,Sun,6,16~18,大安區,150
628,住宅竊盜,1,2016/1/3,7,Sun,7,19~21,中山區,223
629,住宅竊盜,1,2016/1/4,1,Mon,3,07~09,內湖區,171
630,住宅竊盜,1,2016/1/4,1,Mon,7,19~21,大安區,150
631,住宅竊盜,1,2016/1/4,1,Mon,8,22~24,松山區,127
632,住宅竊盜,1,2016/1/5,2,Tue,5,13~15,內湖區,171
633,住宅竊盜,1,2016/1/6,3,Wed,1,01~03,文山區,117
634,住宅竊盜,1,2016/1/6,3,Wed,4,10~12,中正區,129
635,住宅竊盜,1,2016/1/7,4,Thu,5,13~15,士林區,195
636,住宅竊盜,1,2016/1/7,4,Thu,6,16~18,士林區,195
637,住宅竊盜,1,2016/1/7,4,Thu,7,19~21,信義區,113
638,住宅竊盜,1,2016/1/8,5,Fri,8,22~24,文山區,117
639,住宅竊盜,1,2016/1/9,6,Sat,8,22~24,南港區,82
640,住宅竊盜,1,2016/1/10,7,Sun,2,04~06,文山區,117
641,住宅竊盜,1,2016/1/10,7,Sun,3,07~09,北投區,169
642,住宅竊盜,1,2016/1/10,7,Sun,6,16~18,內湖區,171
643,住宅竊盜,1,2016/1/10,7,Sun,7,19~21,松山區,127
644,住宅竊盜,1,2016/1/11,1,Mon,6,16~18,士林區,195
645,住宅竊盜,1,2016/1/11,1,Mon,6,16~18,萬華區,154
646,住宅竊盜,1,2016/1/11,1,Mon,7,19~21,士林區,195
647,住宅竊盜,1,2016/1/12,2,Tue,3,07~09,士林區,195
648,住宅竊盜,1,2016/1/13,3,Wed,2,04~06,內湖區,171
649,住宅竊盜,1,2016/1/13,3,Wed,4,10~12,大同區,84
650,住宅竊盜,1,2016/1/13,3,Wed,6,16~18,北投區,169
651,住宅竊盜,1,2016/1/13,3,Wed,8,22~24,南港區,82
652,住宅竊盜,1,2016/1/14,4,Thu,4,10~12,大同區,84
653,住宅竊盜,1,2016/1/14,4,Thu,8,22~24,中山區,223
654,住宅竊盜,1,2016/1/15,5,Fri,3,07~09,南港區,82
655,住宅竊盜,1,2016/1/15,5,Fri,4,10~12,文山區,117
656,住宅竊盜,1,2016/1/16,6,Sat,4,10~12,內湖區,171
657,住宅竊盜,1,2016/1/16,6,Sat,6,16~18,北投區,169
658,住宅竊盜,1,2016/1/17,7,Sun,5,13~15,大安區,150
659,住宅竊盜,1,2016/1/18,1,Mon,7,19~21,內湖區,171
660,住宅竊盜,1,2016/1/19,2,Tue,1,01~03,中山區,223
661,住宅竊盜,1,2016/1/19,2,Tue,5,13~15,大同區,84
662,住宅竊盜,1,2016/1/19,2,Tue,6,16~18,文山區,117
663,住宅竊盜,1,2016/1/20,3,Wed,3,07~09,萬華區,154
664,住宅竊盜,1,2016/1/20,3,Wed,4,10~12,大安區,150
665,住宅竊盜,1,2016/1/21,4,Thu,5,13~15,士林區,195
666,住宅竊盜,1,2016/1/22,5,Fri,6,16~18,松山區,127
667,住宅竊盜,1,2016/1/22,5,Fri,8,22~24,北投區,169
668,住宅竊盜,1,2016/1/23,6,Sat,3,07~09,信義區,113
669,住宅竊盜,1,2016/1/24,7,Sun,5,13~15,文山區,117
670,住宅竊盜,1,2016/1/24,7,Sun,7,19~21,中山區,223
671,住宅竊盜,1,2016/1/25,1,Mon,3,07~09,內湖區,171
672,住宅竊盜,1,2016/1/25,1,Mon,4,10~12,大安區,150
673,住宅竊盜,1,2016/1/25,1,Mon,4,10~12,北投區,169
674,住宅竊盜,1,2016/1/25,1,Mon,4,10~12,中正區,129
675,住宅竊盜,1,2016/1/26,2,Tue,3,07~09,士林區,195
676,住宅竊盜,1,2016/1/26,2,Tue,6,16~18,松山區,127
677,住宅竊盜,1,2016/1/27,3,Wed,5,13~15,北投區,169
678,住宅竊盜,1,2016/1/28,4,Thu,5,13~15,內湖區,171
679,住宅竊盜,1,2016/1/28,4,Thu,7,19~21,士林區,195
680,住宅竊盜,1,2016/1/29,5,Fri,2,04~06,內湖區,171
681,住宅竊盜,1,2016/1/29,5,Fri,5,13~15,北投區,169
682,住宅竊盜,1,2016/1/29,5,Fri,6,16~18,松山區,127
683,住宅竊盜,1,2016/1/29,5,Fri,8,22~24,內湖區,171
684,住宅竊盜,1,2016/1/30,6,Sat,4,10~12,大安區,150
685,住宅竊盜,1,2016/1/30,6,Sat,8,22~24,信義區,113
686,住宅竊盜,1,2016/1/31,7,Sun,4,10~12,中山區,223
687,住宅竊盜,1,2016/1/31,7,Sun,8,22~24,中山區,223
688,住宅竊盜,1,2016/2/1,1,Mon,7,19~21,松山區,127
689,住宅竊盜,1,2016/2/2,2,Tue,7,19~21,南港區,82
690,住宅竊盜,1,2016/2/3,3,Wed,2,04~06,大同區,84
691,住宅竊盜,1,2016/2/3,3,Wed,3,07~09,中山區,223
692,住宅竊盜,1,2016/2/3,3,Wed,4,10~12,松山區,127
693,住宅竊盜,1,2016/2/3,3,Wed,7,19~21,南港區,82
694,住宅竊盜,1,2016/2/4,4,Thu,5,13~15,文山區,117
695,住宅竊盜,1,2016/2/5,5,Fri,3,07~09,中山區,223
696,住宅竊盜,1,2016/2/5,5,Fri,6,16~18,士林區,195
697,住宅竊盜,1,2016/2/7,7,Sun,3,07~09,中山區,223
698,住宅竊盜,1,2016/2/7,7,Sun,6,16~18,大安區,150
699,住宅竊盜,1,2016/2/8,1,Mon,7,19~21,大安區,150
700,住宅竊盜,1,2016/2/9,2,Tue,4,10~12,內湖區,171
701,住宅竊盜,1,2016/2/9,2,Tue,8,22~24,大安區,150
702,住宅竊盜,1,2016/2/10,3,Wed,3,07~09,萬華區,154
703,住宅竊盜,1,2016/2/10,3,Wed,3,07~09,松山區,127
704,住宅竊盜,1,2016/2/10,3,Wed,5,13~15,士林區,195
705,住宅竊盜,1,2016/2/10,3,Wed,7,19~21,士林區,195
706,住宅竊盜,1,2016/2/11,4,Thu,4,10~12,中山區,223
707,住宅竊盜,1,2016/2/12,5,Fri,1,01~03,士林區,195
708,住宅竊盜,1,2016/2/12,5,Fri,6,16~18,萬華區,154
709,住宅竊盜,1,2016/2/13,6,Sat,7,19~21,信義區,113
710,住宅竊盜,1,2016/2/14,7,Sun,7,19~21,南港區,82
711,住宅竊盜,1,2016/2/17,3,Wed,1,01~03,中正區,129
712,住宅竊盜,1,2016/2/17,3,Wed,4,10~12,中山區,223
713,住宅竊盜,1,2016/2/17,3,Wed,6,16~18,北投區,169
714,住宅竊盜,1,2016/2/18,4,Thu,1,01~03,中山區,223
715,住宅竊盜,1,2016/2/18,4,Thu,1,01~03,中山區,223
716,住宅竊盜,1,2016/2/19,5,Fri,5,13~15,松山區,127
717,住宅竊盜,1,2016/2/19,5,Fri,6,16~18,中山區,223
718,住宅竊盜,1,2016/2/20,6,Sat,1,01~03,士林區,195
719,住宅竊盜,1,2016/2/20,6,Sat,3,07~09,內湖區,171
720,住宅竊盜,1,2016/2/20,6,Sat,7,19~21,萬華區,154
721,住宅竊盜,1,2016/2/21,7,Sun,3,07~09,萬華區,154
722,住宅竊盜,1,2016/2/22,1,Mon,4,10~12,萬華區,154
723,住宅竊盜,1,2016/2/23,2,Tue,2,04~06,中正區,129
724,住宅竊盜,1,2016/2/23,2,Tue,5,13~15,北投區,169
725,住宅竊盜,1,2016/2/24,3,Wed,5,13~15,士林區,195
726,住宅竊盜,1,2016/2/25,4,Thu,4,10~12,文山區,117
727,住宅竊盜,1,2016/2/25,4,Thu,8,22~24,內湖區,171
728,住宅竊盜,1,2016/2/26,5,Fri,3,07~09,中正區,129
729,住宅竊盜,1,2016/2/26,5,Fri,4,10~12,大安區,150
730,住宅竊盜,1,2016/2/27,6,Sat,4,10~12,萬華區,154
731,住宅竊盜,1,2016/2/27,6,Sat,7,19~21,萬華區,154
732,住宅竊盜,1,2016/2/28,7,Sun,6,16~18,中山區,223
733,住宅竊盜,1,2016/3/1,2,Tue,4,10~12,松山區,127
734,住宅竊盜,1,2016/3/2,3,Wed,5,13~15,大同區,84
735,住宅竊盜,1,2016/3/3,4,Thu,1,01~03,士林區,195
736,住宅竊盜,1,2016/3/3,4,Thu,3,07~09,北投區,169
737,住宅竊盜,1,2016/3/4,5,Fri,3,07~09,中山區,223
738,住宅竊盜,1,2016/3/4,5,Fri,4,10~12,北投區,169
739,住宅竊盜,1,2016/3/5,6,Sat,8,22~24,士林區,195
740,住宅竊盜,1,2016/3/6,7,Sun,1,01~03,大同區,84
741,住宅竊盜,1,2016/3/6,7,Sun,4,10~12,中山區,223
742,住宅竊盜,1,2016/3/7,1,Mon,6,16~18,內湖區,171
743,住宅竊盜,1,2016/3/7,1,Mon,8,22~24,大安區,150
744,住宅竊盜,1,2016/3/8,2,Tue,1,01~03,文山區,117
745,住宅竊盜,1,2016/3/8,2,Tue,4,10~12,中正區,129
746,住宅竊盜,1,2016/3/8,2,Tue,5,13~15,內湖區,171
747,住宅竊盜,1,2016/3/10,4,Thu,5,13~15,萬華區,154
